"year_","country","zone_id","month_grouped","hour_grouped","total_direct_carbon_emission","next_direct_carbon_emission","direct_decrease_or_increase","total_lca_carbon_emission","next_lca_carbon_emission","lca_decrease_or_increase","avg_renewable_percentage","avg_low_carbon_percentage"
"2024","Finland","FI","6","16","490.70","503.42","2.59","1446.16","1454.82","0.60","52.87","97.17"
"2024","Finland","FI","6","17","503.42","506.38","0.59","1454.82","1460.78","0.41","52.40","97.09"
"2024","Finland","FI","6","18","506.38","502.93","-0.68","1460.78","1447.19","-0.93","51.50","97.06"
"2024","Finland","FI","6","19","502.93","503.71","0.16","1447.19","1445.05","-0.15","51.87","97.07"
"2024","Finland","FI","6","20","503.71","511.81","1.61","1445.05","1462.51","1.21","51.88","97.07"
"2024","Finland","FI","6","21","511.81","516.89","0.99","1462.51","1469.14","0.45","51.18","97.02"
"2024","Finland","FI","6","22","516.89","525.27","1.62","1469.14","1483.21","0.96","50.83","96.99"
"2024","Finland","FI","6","23","525.27","0","0","1483.21","0","0","50.23","96.95"
"2024","Finland","FI","7","0","458.06","460.07","0.44","1476.05","1488.43","0.84","44.59","97.43"
"2024","Finland","FI","7","1","460.07","452.76","-1.59","1488.43","1483.45","-0.33","44.21","97.42"
"2024","Finland","FI","7","2","452.76","434.71","-3.99","1483.45","1459.07","-1.64","44.69","97.47"
"2024","Finland","FI","7","3","434.71","421.11","-3.13","1459.07","1442.76","-1.12","45.60","97.56"
"2024","Finland","FI","7","4","421.11","414.00","-1.69","1442.76","1439.36","-0.24","46.04","97.64"
"2024","Finland","FI","7","5","414.00","423.30","2.25","1439.36","1458.91","1.36","46.98","97.68"
"2024","Finland","FI","7","6","423.30","405.39","-4.23","1458.91","1443.04","-1.09","48.45","97.65"
"2024","Finland","FI","7","7","405.39","380.85","-6.05","1443.04","1412.96","-2.08","49.32","97.74"
"2024","Finland","FI","7","8","380.85","378.47","-0.62","1412.96","1407.21","-0.41","49.89","97.87"
"2024","Finland","FI","7","9","378.47","382.41","1.04","1407.21","1412.18","0.35","49.91","97.89"
"2024","Finland","FI","7","10","382.41","382.87","0.12","1412.18","1415.26","0.22","49.35","97.87"
"2024","Finland","FI","7","11","382.87","385.37","0.65","1415.26","1416.45","0.08","49.15","97.87"
"2024","Finland","FI","7","12","385.37","385.34","-0.01","1416.45","1408.96","-0.53","48.99","97.85"
"2024","Finland","FI","7","13","385.34","384.10","-0.32","1408.96","1394.18","-1.05","48.96","97.85"
"2024","Finland","FI","7","14","384.10","386.42","0.60","1394.18","1383.63","-0.76","48.93","97.86"
"2024","Finland","FI","7","15","386.42","390.82","1.14","1383.63","1374.04","-0.69","48.82","97.84"
"2024","Finland","FI","7","16","390.82","395.34","1.16","1374.04","1370.39","-0.27","48.61","97.82"
"2024","Finland","FI","7","17","395.34","407.81","3.15","1370.39","1387.90","1.28","48.25","97.79"
"2024","Finland","FI","7","18","407.81","410.28","0.61","1387.90","1382.77","-0.37","47.28","97.72"
"2024","Finland","FI","7","19","410.28","416.11","1.42","1382.77","1393.23","0.76","47.66","97.70"
"2024","Finland","FI","7","20","416.11","430.76","3.52","1393.23","1424.14","2.22","47.68","97.67"
"2024","Finland","FI","7","21","430.76","441.63","2.52","1424.14","1443.10","1.33","46.61","97.59"
"2024","Finland","FI","7","22","441.63","449.68","1.82","1443.10","1457.16","0.97","45.86","97.53"
"2024","Finland","FI","7","23","449.68","0","0","1457.16","0","0","45.18","97.48"
"2024","Finland","FI","8","0","679.95","685.68","0.84","1732.47","1739.16","0.39","48.74","96.18"
"2024","Finland","FI","8","1","685.68","675.28","-1.52","1739.16","1721.74","-1.00","48.57","96.14"
"2024","Finland","FI","8","2","675.28","633.38","-6.20","1721.74","1657.42","-3.74","48.88","96.20"
"2024","Finland","FI","8","3","633.38","606.80","-4.20","1657.42","1618.48","-2.35","50.50","96.44"
"2024","Finland","FI","8","4","606.80","597.80","-1.48","1618.48","1610.44","-0.50","52.12","96.59"
"2024","Finland","FI","8","5","597.80","600.18","0.40","1610.44","1621.56","0.69","53.09","96.64"
"2024","Finland","FI","8","6","600.18","589.87","-1.72","1621.56","1619.39","-0.13","54.08","96.64"
"2024","Finland","FI","8","7","589.87","577.86","-2.04","1619.39","1612.40","-0.43","54.48","96.69"
"2024","Finland","FI","8","8","577.86","579.90","0.35","1612.40","1618.10","0.35","54.49","96.76"
"2024","Finland","FI","8","9","579.90","583.81","0.67","1618.10","1621.01","0.18","53.89","96.75"
"2024","Finland","FI","8","10","583.81","584.19","0.07","1621.01","1622.94","0.12","53.22","96.73"
"2024","Finland","FI","8","11","584.19","581.00","-0.55","1622.94","1617.46","-0.34","53.02","96.73"
"2024","Finland","FI","8","12","581.00","575.87","-0.88","1617.46","1600.71","-1.04","52.81","96.74"
"2024","Finland","FI","8","13","575.87","570.86","-0.87","1600.71","1577.25","-1.47","52.84","96.77"
"2024","Finland","FI","8","14","570.86","573.02","0.38","1577.25","1562.74","-0.92","53.15","96.80"
"2024","Finland","FI","8","15","573.02","575.24","0.39","1562.74","1549.58","-0.84","53.48","96.78"
"2024","Finland","FI","8","16","575.24","583.70","1.47","1549.58","1555.88","0.41","53.98","96.77"
"2024","Finland","FI","8","17","583.70","591.23","1.29","1555.88","1569.53","0.88","53.78","96.72"
"2024","Finland","FI","8","18","591.23","591.58","0.06","1569.53","1564.52","-0.32","53.49","96.68"
"2024","Finland","FI","8","19","591.58","612.08","3.47","1564.52","1605.98","2.65","54.06","96.68"
"2024","Finland","FI","8","20","612.08","652.90","6.67","1605.98","1681.91","4.73","52.80","96.56"
"2024","Finland","FI","8","21","652.90","675.17","3.41","1681.91","1716.46","2.05","50.81","96.33"
"2024","Finland","FI","8","22","675.17","682.02","1.01","1716.46","1725.69","0.54","50.06","96.20"
"2024","Finland","FI","8","23","682.02","0","0","1725.69","0","0","49.72","96.17"
"2024","Finland","FI","9","0","756.71","759.23","0.33","1744.72","1745.99","0.07","56.31","95.65"
"2024","Finland","FI","9","1","759.23","751.95","-0.96","1745.99","1729.50","-0.94","56.41","95.64"
"2024","Finland","FI","9","2","751.95","739.18","-1.70","1729.50","1698.58","-1.79","56.93","95.68"
"2024","Finland","FI","9","3","739.18","768.26","3.93","1698.58","1734.24","2.10","58.39","95.77"
"2024","Finland","FI","9","4","768.26","763.04","-0.68","1734.24","1729.74","-0.26","59.50","95.65"
"2024","Finland","FI","9","5","763.04","767.03","0.52","1729.74","1745.39","0.90","60.74","95.68"
"2024","Finland","FI","9","6","767.03","801.30","4.47","1745.39","1797.47","2.98","60.74","95.67"
"2024","Finland","FI","9","7","801.30","850.49","6.14","1797.47","1860.47","3.50","60.11","95.51"
"2024","Finland","FI","9","8","850.49","901.21","5.96","1860.47","1922.74","3.35","59.53","95.29"
"2024","Finland","FI","9","9","901.21","915.74","1.61","1922.74","1942.23","1.01","58.95","95.07"
"2024","Finland","FI","9","10","915.74","890.54","-2.75","1942.23","1915.37","-1.38","58.21","94.99"
"2024","Finland","FI","9","11","890.54","853.62","-4.15","1915.37","1872.54","-2.24","58.05","95.09"
"2024","Finland","FI","9","12","853.62","838.59","-1.76","1872.54","1848.48","-1.28","58.25","95.24"
"2024","Finland","FI","9","13","838.59","833.52","-0.60","1848.48","1832.62","-0.86","58.54","95.30"
"2024","Finland","FI","9","14","833.52","827.51","-0.72","1832.62","1820.57","-0.66","58.90","95.30"
"2024","Finland","FI","9","15","827.51","817.23","-1.24","1820.57","1803.22","-0.95","59.25","95.32"
"2024","Finland","FI","9","16","817.23","788.80","-3.48","1803.22","1764.71","-2.14","59.96","95.34"
"2024","Finland","FI","9","17","788.80","771.74","-2.16","1764.71","1743.44","-1.21","60.80","95.49"
"2024","Finland","FI","9","18","771.74","741.14","-3.97","1743.44","1700.20","-2.48","60.49","95.60"
"2024","Finland","FI","9","19","741.14","749.42","1.12","1700.20","1718.17","1.06","60.15","95.77"
"2024","Finland","FI","9","20","749.42","739.65","-1.30","1718.17","1717.03","-0.07","59.14","95.71"
"2024","Finland","FI","9","21","739.65","741.43","0.24","1717.03","1718.65","0.09","58.09","95.76"
"2024","Finland","FI","9","22","741.43","762.62","2.86","1718.65","1748.00","1.71","57.56","95.75"
"2024","Finland","FI","9","23","762.62","0","0","1748.00","0","0","57.02","95.63"
"2024","Finland","FI","10","0","869.40","874.14","0.55","1849.19","1856.76","0.41","55.66","95.32"
"2024","Finland","FI","10","1","874.14","867.61","-0.75","1856.76","1851.42","-0.29","55.61","95.29"
"2024","Finland","FI","10","2","867.61","864.41","-0.37","1851.42","1833.50","-0.97","56.36","95.33"
"2024","Finland","FI","10","3","864.41","874.85","1.21","1833.50","1840.50","0.38","57.94","95.35"
"2024","Finland","FI","10","4","874.85","881.57","0.77","1840.50","1846.94","0.35","58.99","95.28"
"2024","Finland","FI","10","5","881.57","909.73","3.19","1846.94","1890.66","2.37","59.73","95.22"
"2024","Finland","FI","10","6","909.73","907.65","-0.23","1890.66","1898.62","0.42","60.07","95.11"
"2024","Finland","FI","10","7","907.65","906.23","-0.16","1898.62","1901.06","0.13","60.02","95.09"
"2024","Finland","FI","10","8","906.23","936.83","3.38","1901.06","1940.09","2.05","59.58","95.11"
"2024","Finland","FI","10","9","936.83","957.52","2.21","1940.09","1965.05","1.29","58.97","94.93"
"2024","Finland","FI","10","10","957.52","935.18","-2.33","1965.05","1935.01","-1.53","58.39","94.82"
"2024","Finland","FI","10","11","935.18","921.89","-1.42","1935.01","1917.53","-0.90","58.24","94.91"
"2024","Finland","FI","10","12","921.89","939.97","1.96","1917.53","1934.18","0.87","58.36","94.97"
"2024","Finland","FI","10","13","939.97","952.33","1.31","1934.18","1945.65","0.59","58.58","94.88"
"2024","Finland","FI","10","14","952.33","941.42","-1.15","1945.65","1924.83","-1.07","59.18","94.81"
"2024","Finland","FI","10","15","941.42","940.42","-0.11","1924.83","1919.57","-0.27","60.33","94.87"
"2024","Finland","FI","10","16","940.42","926.68","-1.46","1919.57","1902.11","-0.91","60.92","94.88"
"2024","Finland","FI","10","17","926.68","926.26","-0.05","1902.11","1905.48","0.18","60.71","94.96"
"2024","Finland","FI","10","18","926.26","898.44","-3.00","1905.48","1868.27","-1.95","59.61","94.96"
"2024","Finland","FI","10","19","898.44","885.05","-1.49","1868.27","1857.31","-0.59","59.20","95.12"
"2024","Finland","FI","10","20","885.05","867.68","-1.96","1857.31","1843.39","-0.75","58.28","95.21"
"2024","Finland","FI","10","21","867.68","863.55","-0.48","1843.39","1838.53","-0.26","57.26","95.33"
"2024","Finland","FI","10","22","863.55","868.57","0.58","1838.53","1847.03","0.46","56.37","95.36"
"2024","Finland","FI","10","23","868.57","0","0","1847.03","0","0","55.52","95.33"
"2024","Finland","FI","11","0","1138.93","1148.66","0.85","2192.40","2210.87","0.84","56.74","93.97"
"2024","Finland","FI","11","1","1148.66","1155.93","0.63","2210.87","2221.51","0.48","56.36","93.92"
"2024","Finland","FI","11","2","1155.93","1169.63","1.19","2221.51","2232.04","0.47","56.21","93.88"
"2024","Finland","FI","11","3","1169.63","1169.50","-0.01","2232.04","2225.93","-0.27","56.57","93.81"
"2024","Finland","FI","11","4","1169.50","1214.24","3.83","2225.93","2283.10","2.57","57.91","93.80"
"2024","Finland","FI","11","5","1214.24","1236.29","1.82","2283.10","2309.57","1.16","58.67","93.56"
"2024","Finland","FI","11","6","1236.29","1262.21","2.10","2309.57","2344.99","1.53","59.18","93.43"
"2024","Finland","FI","11","7","1262.21","1272.08","0.78","2344.99","2361.46","0.70","59.28","93.27"
"2024","Finland","FI","11","8","1272.08","1267.21","-0.38","2361.46","2358.78","-0.11","59.30","93.21"
"2024","Finland","FI","11","9","1267.21","1282.27","1.19","2358.78","2377.71","0.80","59.13","93.23"
"2024","Finland","FI","11","10","1282.27","1283.07","0.06","2377.71","2378.85","0.05","58.70","93.15"
"2024","Finland","FI","11","11","1283.07","1294.06","0.86","2378.85","2394.07","0.64","58.47","93.14"
"2024","Finland","FI","11","12","1294.06","1282.19","-0.92","2394.07","2372.84","-0.89","58.43","93.09"
"2024","Finland","FI","11","13","1282.19","1264.22","-1.40","2372.84","2344.84","-1.18","59.06","93.16"
"2024","Finland","FI","11","14","1264.22","1278.23","1.11","2344.84","2358.30","0.57","60.05","93.24"
"2024","Finland","FI","11","15","1278.23","1273.14","-0.40","2358.30","2351.42","-0.29","60.46","93.16"
"2024","Finland","FI","11","16","1273.14","1274.42","0.10","2351.42","2352.63","0.05","60.53","93.20"
"2024","Finland","FI","11","17","1274.42","1279.14","0.37","2352.63","2363.59","0.47","60.21","93.19"
"2024","Finland","FI","11","18","1279.14","1274.69","-0.35","2363.59","2368.84","0.22","59.70","93.16"
"2024","Finland","FI","11","19","1274.69","1230.21","-3.49","2368.84","2305.40","-2.68","58.76","93.18"
"2024","Finland","FI","11","20","1230.21","1210.95","-1.57","2305.40","2284.93","-0.89","58.88","93.41"
"2024","Finland","FI","11","21","1210.95","1185.81","-2.08","2284.93","2254.42","-1.34","58.19","93.53"
"2024","Finland","FI","11","22","1185.81","1145.69","-3.38","2254.42","2200.17","-2.41","57.70","93.69"
"2024","Finland","FI","11","23","1145.69","0","0","2200.17","0","0","57.50","93.92"
"2024","Finland","FI","12","0","1281.00","1292.09","0.87","2404.84","2423.07","0.76","56.30","93.43"
"2024","Finland","FI","12","1","1292.09","1318.49","2.04","2423.07","2460.09","1.53","55.91","93.37"
"2024","Finland","FI","12","2","1318.49","1335.97","1.33","2460.09","2480.93","0.85","55.73","93.23"
"2024","Finland","FI","12","3","1335.97","1361.19","1.89","2480.93","2506.49","1.03","56.02","93.13"
"2024","Finland","FI","12","4","1361.19","1392.72","2.32","2506.49","2550.97","1.77","56.81","92.98"
"2024","Finland","FI","12","5","1392.72","1422.30","2.12","2550.97","2586.94","1.41","57.52","92.80"
"2024","Finland","FI","12","6","1422.30","1472.27","3.51","2586.94","2649.92","2.43","58.10","92.64"
"2024","Finland","FI","12","7","1472.27","1520.27","3.26","2649.92","2707.24","2.16","58.22","92.38"
"2024","Finland","FI","12","8","1520.27","1513.29","-0.46","2707.24","2692.54","-0.54","58.30","92.12"
"2024","Finland","FI","12","9","1513.29","1487.93","-1.68","2692.54","2662.23","-1.13","58.54","92.16"
"2024","Finland","FI","12","10","1487.93","1465.92","-1.48","2662.23","2635.71","-1.00","58.73","92.29"
"2024","Finland","FI","12","11","1465.92","1447.24","-1.27","2635.71","2609.81","-0.98","58.71","92.41"
"2024","Finland","FI","12","12","1447.24","1426.00","-1.47","2609.81","2580.95","-1.11","58.94","92.51"
"2024","Finland","FI","12","13","1426.00","1426.62","0.04","2580.95","2577.94","-0.12","59.43","92.63"
"2024","Finland","FI","12","14","1426.62","1433.32","0.47","2577.94","2587.66","0.38","59.68","92.64"
"2024","Finland","FI","12","15","1433.32","1428.05","-0.37","2587.66","2581.96","-0.22","59.69","92.60"
"2024","Finland","FI","12","16","1428.05","1405.58","-1.57","2581.96","2551.89","-1.16","59.73","92.63"
"2024","Finland","FI","12","17","1405.58","1386.92","-1.33","2551.89","2532.95","-0.74","59.72","92.76"
"2024","Finland","FI","12","18","1386.92","1367.69","-1.39","2532.95","2511.10","-0.86","59.41","92.86"
"2024","Finland","FI","12","19","1367.69","1326.23","-3.03","2511.10","2450.58","-2.41","58.83","92.96"
"2024","Finland","FI","12","20","1326.23","1311.12","-1.14","2450.58","2431.41","-0.78","58.87","93.18"
"2024","Finland","FI","12","21","1311.12","1292.88","-1.39","2431.41","2415.74","-0.64","58.53","93.27"
"2024","Finland","FI","12","22","1292.88","1285.20","-0.59","2415.74","2410.39","-0.22","57.76","93.38"
"2024","Finland","FI","12","23","1285.20","0","0","2410.39","0","0","56.69","93.43"
