Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Finland,Finland,FI,61.09,92.46,90.89,47.85,entsoe.eu,false,
2023-01-01 01:00:00,Finland,Finland,FI,60.47,91.92,90.98,48.38,entsoe.eu,false,
2023-01-01 02:00:00,Finland,Finland,FI,59.9,91.58,91.1,48.39,entsoe.eu,false,
2023-01-01 03:00:00,Finland,Finland,FI,61.25,93.23,90.86,47.83,entsoe.eu,false,
2023-01-01 04:00:00,Finland,Finland,FI,61.52,93.96,90.86,47.13,entsoe.eu,false,
2023-01-01 05:00:00,Finland,Finland,FI,61.0,93.57,90.93,47.79,entsoe.eu,false,
2023-01-01 06:00:00,Finland,Finland,FI,61.94,94.59,90.79,47.2,entsoe.eu,false,
2023-01-01 07:00:00,Finland,Finland,FI,62.04,95.02,90.79,47.16,entsoe.eu,false,
2023-01-01 08:00:00,Finland,Finland,FI,62.53,95.39,90.69,47.17,entsoe.eu,false,
2023-01-01 09:00:00,Finland,Finland,FI,62.11,94.95,90.75,47.52,entsoe.eu,false,
2023-01-01 10:00:00,Finland,Finland,FI,61.85,94.49,90.72,48.53,entsoe.eu,false,
2023-01-01 11:00:00,Finland,Finland,FI,61.06,93.31,90.91,48.67,entsoe.eu,false,
2023-01-01 12:00:00,Finland,Finland,FI,62.0,94.4,90.8,47.97,entsoe.eu,false,
2023-01-01 13:00:00,Finland,Finland,FI,60.58,92.57,91.0,49.75,entsoe.eu,false,
2023-01-01 14:00:00,Finland,Finland,FI,60.72,92.75,90.98,50.59,entsoe.eu,false,
2023-01-01 15:00:00,Finland,Finland,FI,64.55,96.7,90.42,50.09,entsoe.eu,false,
2023-01-01 16:00:00,Finland,Finland,FI,66.28,98.51,90.19,50.62,entsoe.eu,false,
2023-01-01 17:00:00,Finland,Finland,FI,67.79,100.03,90.0,50.69,entsoe.eu,false,
2023-01-01 18:00:00,Finland,Finland,FI,68.84,101.3,89.84,50.38,entsoe.eu,false,
2023-01-01 19:00:00,Finland,Finland,FI,70.7,103.67,89.54,49.48,entsoe.eu,false,
2023-01-01 20:00:00,Finland,Finland,FI,70.83,103.79,89.52,48.8,entsoe.eu,false,
2023-01-01 21:00:00,Finland,Finland,FI,73.11,106.68,89.2,47.98,entsoe.eu,false,
2023-01-01 22:00:00,Finland,Finland,FI,76.3,110.46,88.72,46.39,entsoe.eu,false,
2023-01-01 23:00:00,Finland,Finland,FI,77.51,111.88,88.53,46.13,entsoe.eu,false,
2023-01-02 00:00:00,Finland,Finland,FI,77.55,111.9,88.55,45.96,entsoe.eu,false,
2023-01-02 01:00:00,Finland,Finland,FI,78.28,112.81,88.42,45.73,entsoe.eu,false,
2023-01-02 02:00:00,Finland,Finland,FI,80.68,116.01,88.03,44.76,entsoe.eu,false,
2023-01-02 03:00:00,Finland,Finland,FI,83.08,119.15,87.74,43.68,entsoe.eu,false,
2023-01-02 04:00:00,Finland,Finland,FI,85.28,121.16,87.44,46.13,entsoe.eu,false,
2023-01-02 05:00:00,Finland,Finland,FI,85.58,120.99,87.41,48.79,entsoe.eu,false,
2023-01-02 06:00:00,Finland,Finland,FI,88.11,123.93,87.01,48.75,entsoe.eu,false,
2023-01-02 07:00:00,Finland,Finland,FI,89.16,125.07,86.87,48.38,entsoe.eu,false,
2023-01-02 08:00:00,Finland,Finland,FI,94.07,131.75,86.17,49.06,entsoe.eu,false,
2023-01-02 09:00:00,Finland,Finland,FI,100.61,140.96,85.11,57.47,entsoe.eu,false,
2023-01-02 10:00:00,Finland,Finland,FI,97.9,137.85,85.64,58.14,entsoe.eu,false,
2023-01-02 11:00:00,Finland,Finland,FI,98.16,138.0,85.61,56.15,entsoe.eu,false,
2023-01-02 12:00:00,Finland,Finland,FI,99.89,139.89,85.31,55.76,entsoe.eu,false,
2023-01-02 13:00:00,Finland,Finland,FI,99.87,139.65,85.35,55.87,entsoe.eu,false,
2023-01-02 14:00:00,Finland,Finland,FI,99.17,138.73,85.48,56.06,entsoe.eu,false,
2023-01-02 15:00:00,Finland,Finland,FI,96.76,135.53,85.82,56.91,entsoe.eu,false,
2023-01-02 16:00:00,Finland,Finland,FI,98.23,136.74,85.64,51.99,entsoe.eu,false,
2023-01-02 17:00:00,Finland,Finland,FI,101.05,139.76,85.23,50.28,entsoe.eu,false,
2023-01-02 18:00:00,Finland,Finland,FI,106.39,145.94,84.42,48.67,entsoe.eu,false,
2023-01-02 19:00:00,Finland,Finland,FI,105.86,145.29,84.48,44.87,entsoe.eu,false,
2023-01-02 20:00:00,Finland,Finland,FI,101.01,139.89,85.13,41.38,entsoe.eu,false,
2023-01-02 21:00:00,Finland,Finland,FI,100.38,139.69,85.11,39.9,entsoe.eu,false,
2023-01-02 22:00:00,Finland,Finland,FI,98.15,137.42,85.57,38.69,entsoe.eu,false,
2023-01-02 23:00:00,Finland,Finland,FI,102.09,142.1,84.91,36.92,entsoe.eu,false,
2023-01-03 00:00:00,Finland,Finland,FI,107.51,147.92,83.94,35.64,entsoe.eu,false,
2023-01-03 01:00:00,Finland,Finland,FI,108.04,148.11,83.89,35.18,entsoe.eu,false,
2023-01-03 02:00:00,Finland,Finland,FI,111.05,151.3,83.45,34.78,entsoe.eu,false,
2023-01-03 03:00:00,Finland,Finland,FI,111.33,151.13,83.43,35.46,entsoe.eu,false,
2023-01-03 04:00:00,Finland,Finland,FI,121.13,161.55,82.1,36.09,entsoe.eu,false,
2023-01-03 05:00:00,Finland,Finland,FI,124.39,165.07,81.59,38.26,entsoe.eu,false,
2023-01-03 06:00:00,Finland,Finland,FI,127.63,168.27,81.15,39.68,entsoe.eu,false,
2023-01-03 07:00:00,Finland,Finland,FI,136.51,178.0,79.85,38.91,entsoe.eu,false,
2023-01-03 08:00:00,Finland,Finland,FI,142.53,186.05,78.86,41.35,entsoe.eu,false,
2023-01-03 09:00:00,Finland,Finland,FI,145.46,189.09,78.71,44.15,entsoe.eu,false,
2023-01-03 10:00:00,Finland,Finland,FI,138.87,181.78,79.52,46.01,entsoe.eu,false,
2023-01-03 11:00:00,Finland,Finland,FI,139.77,182.63,79.34,46.36,entsoe.eu,false,
2023-01-03 12:00:00,Finland,Finland,FI,141.05,184.74,79.09,46.04,entsoe.eu,false,
2023-01-03 13:00:00,Finland,Finland,FI,139.41,183.11,79.36,46.74,entsoe.eu,false,
2023-01-03 14:00:00,Finland,Finland,FI,136.26,179.21,79.83,47.96,entsoe.eu,false,
2023-01-03 15:00:00,Finland,Finland,FI,135.62,178.28,79.91,47.04,entsoe.eu,false,
2023-01-03 16:00:00,Finland,Finland,FI,137.95,180.72,79.62,47.32,entsoe.eu,false,
2023-01-03 17:00:00,Finland,Finland,FI,144.1,187.67,78.74,46.31,entsoe.eu,false,
2023-01-03 18:00:00,Finland,Finland,FI,145.81,189.61,78.46,45.14,entsoe.eu,false,
2023-01-03 19:00:00,Finland,Finland,FI,144.19,188.66,78.81,43.54,entsoe.eu,false,
2023-01-03 20:00:00,Finland,Finland,FI,134.98,178.85,80.16,44.6,entsoe.eu,false,
2023-01-03 21:00:00,Finland,Finland,FI,131.19,174.99,80.67,44.5,entsoe.eu,false,
2023-01-03 22:00:00,Finland,Finland,FI,119.42,162.54,82.3,44.62,entsoe.eu,false,
2023-01-03 23:00:00,Finland,Finland,FI,117.53,159.6,82.61,45.3,entsoe.eu,false,
2023-01-04 00:00:00,Finland,Finland,FI,119.68,162.24,82.27,44.56,entsoe.eu,false,
2023-01-04 01:00:00,Finland,Finland,FI,124.49,167.8,81.54,43.57,entsoe.eu,false,
2023-01-04 02:00:00,Finland,Finland,FI,124.89,168.43,81.51,43.19,entsoe.eu,false,
2023-01-04 03:00:00,Finland,Finland,FI,122.47,165.91,81.89,44.57,entsoe.eu,false,
2023-01-04 04:00:00,Finland,Finland,FI,115.57,157.49,82.94,46.88,entsoe.eu,false,
2023-01-04 05:00:00,Finland,Finland,FI,116.31,158.11,82.78,48.17,entsoe.eu,false,
2023-01-04 06:00:00,Finland,Finland,FI,115.32,156.76,82.87,49.24,entsoe.eu,false,
2023-01-04 07:00:00,Finland,Finland,FI,113.7,154.85,83.17,49.26,entsoe.eu,false,
2023-01-04 08:00:00,Finland,Finland,FI,114.8,155.63,83.02,48.26,entsoe.eu,false,
2023-01-04 09:00:00,Finland,Finland,FI,112.42,152.8,83.34,49.11,entsoe.eu,false,
2023-01-04 10:00:00,Finland,Finland,FI,112.4,152.48,83.4,49.39,entsoe.eu,false,
2023-01-04 11:00:00,Finland,Finland,FI,112.89,152.92,83.34,49.08,entsoe.eu,false,
2023-01-04 12:00:00,Finland,Finland,FI,112.58,152.49,83.4,49.17,entsoe.eu,false,
2023-01-04 13:00:00,Finland,Finland,FI,112.37,152.01,83.46,49.37,entsoe.eu,false,
2023-01-04 14:00:00,Finland,Finland,FI,111.89,151.35,83.52,49.95,entsoe.eu,false,
2023-01-04 15:00:00,Finland,Finland,FI,112.45,152.12,83.46,49.85,entsoe.eu,false,
2023-01-04 16:00:00,Finland,Finland,FI,113.81,153.74,83.24,49.54,entsoe.eu,false,
2023-01-04 17:00:00,Finland,Finland,FI,113.96,153.94,83.2,49.45,entsoe.eu,false,
2023-01-04 18:00:00,Finland,Finland,FI,114.7,154.89,83.04,48.5,entsoe.eu,false,
2023-01-04 19:00:00,Finland,Finland,FI,113.82,154.24,83.14,48.31,entsoe.eu,false,
2023-01-04 20:00:00,Finland,Finland,FI,110.01,149.96,83.72,48.57,entsoe.eu,false,
2023-01-04 21:00:00,Finland,Finland,FI,109.8,149.92,83.74,48.24,entsoe.eu,false,
2023-01-04 22:00:00,Finland,Finland,FI,110.73,150.98,83.58,47.93,entsoe.eu,false,
2023-01-04 23:00:00,Finland,Finland,FI,110.98,151.74,83.54,46.9,entsoe.eu,false,
2023-01-05 00:00:00,Finland,Finland,FI,112.13,153.22,83.39,46.36,entsoe.eu,false,
2023-01-05 01:00:00,Finland,Finland,FI,109.78,150.79,83.76,46.44,entsoe.eu,false,
2023-01-05 02:00:00,Finland,Finland,FI,108.89,149.43,83.85,46.89,entsoe.eu,false,
2023-01-05 03:00:00,Finland,Finland,FI,107.36,146.42,84.09,47.45,entsoe.eu,false,
2023-01-05 04:00:00,Finland,Finland,FI,104.84,142.4,84.45,49.57,entsoe.eu,false,
2023-01-05 05:00:00,Finland,Finland,FI,106.53,143.65,84.23,50.83,entsoe.eu,false,
2023-01-05 06:00:00,Finland,Finland,FI,105.54,142.09,84.35,51.64,entsoe.eu,false,
2023-01-05 07:00:00,Finland,Finland,FI,108.33,145.65,83.9,51.77,entsoe.eu,false,
2023-01-05 08:00:00,Finland,Finland,FI,111.17,149.61,83.5,50.76,entsoe.eu,false,
2023-01-05 09:00:00,Finland,Finland,FI,111.95,150.94,83.34,50.85,entsoe.eu,false,
2023-01-05 10:00:00,Finland,Finland,FI,115.19,155.44,82.7,50.3,entsoe.eu,false,
2023-01-05 11:00:00,Finland,Finland,FI,119.19,160.79,82.09,48.2,entsoe.eu,false,
2023-01-05 12:00:00,Finland,Finland,FI,123.72,165.66,81.32,48.09,entsoe.eu,false,
2023-01-05 13:00:00,Finland,Finland,FI,124.75,167.1,81.12,47.8,entsoe.eu,false,
2023-01-05 14:00:00,Finland,Finland,FI,124.86,166.83,81.08,46.9,entsoe.eu,false,
2023-01-05 15:00:00,Finland,Finland,FI,124.38,166.22,81.15,46.84,entsoe.eu,false,
2023-01-05 16:00:00,Finland,Finland,FI,124.71,166.72,81.11,46.77,entsoe.eu,false,
2023-01-05 17:00:00,Finland,Finland,FI,125.0,167.12,81.06,46.5,entsoe.eu,false,
2023-01-05 18:00:00,Finland,Finland,FI,126.64,169.11,80.79,45.73,entsoe.eu,false,
2023-01-05 19:00:00,Finland,Finland,FI,127.75,170.54,80.64,44.11,entsoe.eu,false,
2023-01-05 20:00:00,Finland,Finland,FI,125.36,168.04,80.98,41.31,entsoe.eu,false,
2023-01-05 21:00:00,Finland,Finland,FI,125.45,168.88,80.94,39.63,entsoe.eu,false,
2023-01-05 22:00:00,Finland,Finland,FI,128.81,173.17,80.42,37.66,entsoe.eu,false,
2023-01-05 23:00:00,Finland,Finland,FI,130.76,175.05,80.09,36.25,entsoe.eu,false,
2023-01-06 00:00:00,Finland,Finland,FI,130.54,174.37,80.12,35.48,entsoe.eu,false,
2023-01-06 01:00:00,Finland,Finland,FI,130.3,174.09,80.16,34.98,entsoe.eu,false,
2023-01-06 02:00:00,Finland,Finland,FI,130.67,174.84,80.12,33.42,entsoe.eu,false,
2023-01-06 03:00:00,Finland,Finland,FI,130.81,174.99,80.13,33.36,entsoe.eu,false,
2023-01-06 04:00:00,Finland,Finland,FI,129.98,174.76,80.29,33.68,entsoe.eu,false,
2023-01-06 05:00:00,Finland,Finland,FI,129.41,174.29,80.4,34.64,entsoe.eu,false,
2023-01-06 06:00:00,Finland,Finland,FI,128.34,172.13,80.61,36.92,entsoe.eu,false,
2023-01-06 07:00:00,Finland,Finland,FI,123.05,165.49,81.44,39.34,entsoe.eu,false,
2023-01-06 08:00:00,Finland,Finland,FI,121.26,163.13,81.72,40.38,entsoe.eu,false,
2023-01-06 09:00:00,Finland,Finland,FI,119.14,160.37,82.01,41.53,entsoe.eu,false,
2023-01-06 10:00:00,Finland,Finland,FI,118.1,159.29,82.06,42.66,entsoe.eu,false,
2023-01-06 11:00:00,Finland,Finland,FI,118.03,159.3,82.09,42.17,entsoe.eu,false,
2023-01-06 12:00:00,Finland,Finland,FI,116.29,157.21,82.48,42.26,entsoe.eu,false,
2023-01-06 13:00:00,Finland,Finland,FI,118.64,159.8,82.01,42.59,entsoe.eu,false,
2023-01-06 14:00:00,Finland,Finland,FI,118.74,159.58,81.89,43.6,entsoe.eu,false,
2023-01-06 15:00:00,Finland,Finland,FI,119.91,160.53,81.67,44.7,entsoe.eu,false,
2023-01-06 16:00:00,Finland,Finland,FI,121.32,161.92,81.51,45.0,entsoe.eu,false,
2023-01-06 17:00:00,Finland,Finland,FI,121.3,161.32,81.51,44.81,entsoe.eu,false,
2023-01-06 18:00:00,Finland,Finland,FI,119.58,159.6,81.83,44.49,entsoe.eu,false,
2023-01-06 19:00:00,Finland,Finland,FI,120.46,160.92,81.68,43.4,entsoe.eu,false,
2023-01-06 20:00:00,Finland,Finland,FI,117.32,157.09,82.17,44.52,entsoe.eu,false,
2023-01-06 21:00:00,Finland,Finland,FI,117.14,157.2,82.35,43.39,entsoe.eu,false,
