Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-01 00:00:00,Sweden,Sweden,SE,2.03,26.49,99.53,68.71,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 01:00:00,Sweden,Sweden,SE,2.07,26.7,99.53,68.2,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 02:00:00,Sweden,Sweden,SE,2.44,27.12,99.46,67.99,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 03:00:00,Sweden,Sweden,SE,2.03,26.69,99.53,68.25,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 04:00:00,Sweden,Sweden,SE,2.08,26.91,99.52,69.06,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 05:00:00,Sweden,Sweden,SE,2.08,27.01,99.52,70.25,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 06:00:00,Sweden,Sweden,SE,2.08,27.11,99.52,70.9,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 07:00:00,Sweden,Sweden,SE,2.31,27.53,99.47,71.16,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 08:00:00,Sweden,Sweden,SE,2.33,27.53,99.47,71.74,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 09:00:00,Sweden,Sweden,SE,2.32,27.54,99.47,72.07,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 10:00:00,Sweden,Sweden,SE,2.32,27.59,99.47,72.56,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 11:00:00,Sweden,Sweden,SE,2.32,27.67,99.47,72.75,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 12:00:00,Sweden,Sweden,SE,2.36,27.83,99.46,72.75,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 13:00:00,Sweden,Sweden,SE,2.36,27.86,99.46,73.03,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 14:00:00,Sweden,Sweden,SE,2.38,28.0,99.46,73.23,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
2021-01-01 15:00:00,Sweden,Sweden,SE,2.67,28.54,99.39,73.0,svk.se,true,ESTIMATED_TIME_SLICER_AVERAGE
