Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-01-01 00:00:00,Sweden,Sweden,SE,12.54,34.14,98.42,60.17,entsoe.eu,false,
2023-01-01 01:00:00,Sweden,Sweden,SE,14.48,36.75,98.13,60.37,entsoe.eu,false,
2023-01-01 02:00:00,Sweden,Sweden,SE,14.7,37.11,98.09,60.43,entsoe.eu,false,
2023-01-01 03:00:00,Sweden,Sweden,SE,13.68,35.99,98.24,59.71,entsoe.eu,false,
2023-01-01 04:00:00,Sweden,Sweden,SE,12.66,34.72,98.38,60.0,entsoe.eu,false,
2023-01-01 05:00:00,Sweden,Sweden,SE,11.67,33.37,98.51,59.82,entsoe.eu,false,
2023-01-01 06:00:00,Sweden,Sweden,SE,11.97,33.89,98.48,60.61,entsoe.eu,false,
2023-01-01 07:00:00,Sweden,Sweden,SE,13.49,36.23,98.27,61.53,entsoe.eu,false,
2023-01-01 08:00:00,Sweden,Sweden,SE,13.93,37.21,98.23,63.12,entsoe.eu,false,
2023-01-01 09:00:00,Sweden,Sweden,SE,20.27,44.31,97.59,63.76,entsoe.eu,false,
2023-01-01 10:00:00,Sweden,Sweden,SE,24.0,48.24,97.21,62.98,entsoe.eu,false,
2023-01-01 11:00:00,Sweden,Sweden,SE,22.8,47.74,97.28,63.67,entsoe.eu,false,
2023-01-01 12:00:00,Sweden,Sweden,SE,28.19,53.85,96.72,63.4,entsoe.eu,false,
2023-01-01 13:00:00,Sweden,Sweden,SE,22.54,47.79,97.38,65.04,entsoe.eu,false,
2023-01-01 14:00:00,Sweden,Sweden,SE,15.38,40.31,98.23,66.05,entsoe.eu,false,
2023-01-01 15:00:00,Sweden,Sweden,SE,5.08,27.36,99.41,67.93,entsoe.eu,false,
2023-01-01 16:00:00,Sweden,Sweden,SE,5.34,27.45,99.35,68.8,entsoe.eu,false,
2023-01-01 17:00:00,Sweden,Sweden,SE,5.48,26.11,99.32,69.52,entsoe.eu,false,
