Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2022-01-01 00:00:00,Norway,Norway,NO,32.54,61.98,95.1,91.05,entsoe.eu,false,
2022-01-01 01:00:00,Norway,Norway,NO,26.89,56.19,96.09,92.07,entsoe.eu,false,
2022-01-01 02:00:00,Norway,Norway,NO,36.76,67.78,94.23,89.87,entsoe.eu,false,
2022-01-01 03:00:00,Norway,Norway,NO,38.12,69.45,93.91,88.84,entsoe.eu,false,
2022-01-01 04:00:00,Norway,Norway,NO,39.48,71.06,93.72,88.94,entsoe.eu,false,
2022-01-01 05:00:00,Norway,Norway,NO,40.02,71.46,93.75,88.44,entsoe.eu,false,
2022-01-01 06:00:00,Norway,Norway,NO,41.33,72.86,93.55,87.77,entsoe.eu,false,
2022-01-01 07:00:00,Norway,Norway,NO,43.47,75.47,93.32,87.82,entsoe.eu,false,
2022-01-01 08:00:00,Norway,Norway,NO,44.14,76.1,93.3,88.75,entsoe.eu,false,
2022-01-01 09:00:00,Norway,Norway,NO,41.07,72.25,93.79,89.81,entsoe.eu,false,
2022-01-01 10:00:00,Norway,Norway,NO,40.15,70.76,93.95,90.11,entsoe.eu,false,
2022-01-01 11:00:00,Norway,Norway,NO,41.27,71.62,93.91,90.0,entsoe.eu,false,
2022-01-01 12:00:00,Norway,Norway,NO,40.94,71.0,93.93,89.68,entsoe.eu,false,
2022-01-01 13:00:00,Norway,Norway,NO,41.51,71.36,94.14,90.64,entsoe.eu,false,
2022-01-01 14:00:00,Norway,Norway,NO,42.95,72.2,94.03,90.82,entsoe.eu,false,
2022-01-01 15:00:00,Norway,Norway,NO,37.67,65.8,94.76,91.5,entsoe.eu,false,
2022-01-01 16:00:00,Norway,Norway,NO,25.96,52.3,96.53,93.76,entsoe.eu,false,
2022-01-01 17:00:00,Norway,Norway,NO,19.71,45.26,97.2,94.54,entsoe.eu,false,
2022-01-01 18:00:00,Norway,Norway,NO,29.0,55.82,96.14,92.43,entsoe.eu,false,
2022-01-01 19:00:00,Norway,Norway,NO,36.0,63.84,95.09,90.94,entsoe.eu,false,
2022-01-01 20:00:00,Norway,Norway,NO,35.01,62.68,95.12,90.82,entsoe.eu,false,
2022-01-01 21:00:00,Norway,Norway,NO,34.62,62.5,95.1,90.83,entsoe.eu,false,
2022-01-01 22:00:00,Norway,Norway,NO,33.29,61.43,94.97,90.8,entsoe.eu,false,
2022-01-01 23:00:00,Norway,Norway,NO,23.71,50.5,95.83,91.11,entsoe.eu,false,
2022-01-02 00:00:00,Norway,Norway,NO,20.26,46.51,96.26,91.54,entsoe.eu,false,
2022-01-02 01:00:00,Norway,Norway,NO,19.68,45.88,96.31,91.25,entsoe.eu,false,
2022-01-02 02:00:00,Norway,Norway,NO,21.18,47.78,96.02,90.39,entsoe.eu,false,
2022-01-02 03:00:00,Norway,Norway,NO,21.32,48.0,95.98,89.53,entsoe.eu,false,
2022-01-02 04:00:00,Norway,Norway,NO,21.0,47.45,96.01,88.92,entsoe.eu,false,
2022-01-02 05:00:00,Norway,Norway,NO,21.04,47.88,95.98,88.7,entsoe.eu,false,
2022-01-02 06:00:00,Norway,Norway,NO,20.57,47.47,96.08,90.06,entsoe.eu,false,
