Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2024-01-01 00:00:00,Denmark,Denmark,DK,98.35,146.1,85.27,83.94,entsoe.eu,false,
2024-01-01 01:00:00,Denmark,Denmark,DK,98.0,144.82,85.36,84.24,entsoe.eu,false,
2024-01-01 02:00:00,Denmark,Denmark,DK,99.37,145.04,85.22,84.19,entsoe.eu,false,
2024-01-01 03:00:00,Denmark,Denmark,DK,103.41,150.41,84.73,83.08,entsoe.eu,false,
2024-01-01 04:00:00,Denmark,Denmark,DK,99.57,145.85,84.62,82.67,entsoe.eu,false,
2024-01-01 05:00:00,Denmark,Denmark,DK,102.34,149.77,84.23,81.82,entsoe.eu,false,
2024-01-01 06:00:00,Denmark,Denmark,DK,106.05,154.42,83.92,81.99,entsoe.eu,false,
2024-01-01 07:00:00,Denmark,Denmark,DK,106.26,155.36,83.57,81.15,entsoe.eu,false,
2024-01-01 08:00:00,Denmark,Denmark,DK,103.48,152.3,84.33,83.24,entsoe.eu,false,
2024-01-01 09:00:00,Denmark,Denmark,DK,106.33,159.25,83.69,83.15,entsoe.eu,false,
2024-01-01 10:00:00,Denmark,Denmark,DK,106.42,161.2,83.66,83.12,entsoe.eu,false,
2024-01-01 11:00:00,Denmark,Denmark,DK,109.43,165.85,83.18,82.39,entsoe.eu,false,
2024-01-01 12:00:00,Denmark,Denmark,DK,113.13,173.53,82.69,81.53,entsoe.eu,false,
2024-01-01 13:00:00,Denmark,Denmark,DK,120.65,181.76,82.0,79.58,entsoe.eu,false,
2024-01-01 14:00:00,Denmark,Denmark,DK,128.23,193.62,81.02,78.36,entsoe.eu,false,
2024-01-01 15:00:00,Denmark,Denmark,DK,134.86,201.19,80.57,77.97,entsoe.eu,false,
2024-01-01 16:00:00,Denmark,Denmark,DK,146.53,211.26,79.73,77.42,entsoe.eu,false,
2024-01-01 17:00:00,Denmark,Denmark,DK,149.79,211.72,79.75,77.36,entsoe.eu,false,
2024-01-01 18:00:00,Denmark,Denmark,DK,143.15,203.11,80.57,78.35,entsoe.eu,false,
2024-01-01 19:00:00,Denmark,Denmark,DK,125.99,186.78,81.33,77.89,entsoe.eu,false,
2024-01-01 20:00:00,Denmark,Denmark,DK,120.52,178.13,81.88,78.46,entsoe.eu,false,
2024-01-01 21:00:00,Denmark,Denmark,DK,119.11,177.77,82.29,79.35,entsoe.eu,false,
2024-01-01 22:00:00,Denmark,Denmark,DK,102.65,155.6,83.48,78.62,entsoe.eu,false,
2024-01-01 23:00:00,Denmark,Denmark,DK,107.31,156.03,82.99,77.86,entsoe.eu,false,
2024-01-02 00:00:00,Denmark,Denmark,DK,115.39,164.52,82.07,76.93,entsoe.eu,false,
2024-01-02 01:00:00,Denmark,Denmark,DK,113.16,163.35,82.1,76.8,entsoe.eu,false,
2024-01-02 02:00:00,Denmark,Denmark,DK,109.52,159.11,82.72,77.59,entsoe.eu,false,
2024-01-02 03:00:00,Denmark,Denmark,DK,106.87,155.42,83.0,78.06,entsoe.eu,false,
2024-01-02 04:00:00,Denmark,Denmark,DK,102.14,151.97,83.44,79.18,entsoe.eu,false,
2024-01-02 05:00:00,Denmark,Denmark,DK,99.66,153.54,83.87,80.5,entsoe.eu,false,
2024-01-02 06:00:00,Denmark,Denmark,DK,111.1,167.32,82.44,80.13,entsoe.eu,false,
2024-01-02 07:00:00,Denmark,Denmark,DK,111.79,169.32,82.8,81.2,entsoe.eu,false,
2024-01-02 08:00:00,Denmark,Denmark,DK,112.1,170.15,82.99,81.44,entsoe.eu,false,
2024-01-02 09:00:00,Denmark,Denmark,DK,102.55,161.17,83.19,82.19,entsoe.eu,false,
2024-01-02 10:00:00,Denmark,Denmark,DK,93.08,148.21,84.34,83.64,entsoe.eu,false,
2024-01-02 11:00:00,Denmark,Denmark,DK,85.0,140.97,85.21,85.0,entsoe.eu,false,
2024-01-02 12:00:00,Denmark,Denmark,DK,83.64,137.14,85.68,85.29,entsoe.eu,false,
2024-01-02 13:00:00,Denmark,Denmark,DK,79.88,131.05,85.95,85.74,entsoe.eu,false,
