Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2021-01-01 00:00:00,Denmark,Denmark,DK,125.8,199.16,82.04,70.33,entsoe.eu,false,
2021-01-01 01:00:00,Denmark,Denmark,DK,111.7,184.56,83.49,71.53,entsoe.eu,false,
2021-01-01 02:00:00,Denmark,Denmark,DK,108.57,181.27,83.79,71.47,entsoe.eu,false,
2021-01-01 03:00:00,Denmark,Denmark,DK,111.67,184.94,83.39,71.04,entsoe.eu,false,
2021-01-01 04:00:00,Denmark,Denmark,DK,119.0,193.68,82.45,70.54,entsoe.eu,false,
2021-01-01 05:00:00,Denmark,Denmark,DK,123.24,200.15,81.93,70.41,entsoe.eu,false,
2021-01-01 06:00:00,Denmark,Denmark,DK,127.23,205.13,80.93,69.56,entsoe.eu,false,
2021-01-01 07:00:00,Denmark,Denmark,DK,127.49,208.25,80.64,69.54,entsoe.eu,false,
2021-01-01 08:00:00,Denmark,Denmark,DK,134.24,211.35,79.8,68.42,entsoe.eu,false,
2021-01-01 09:00:00,Denmark,Denmark,DK,142.99,222.72,78.66,68.4,entsoe.eu,false,
2021-01-01 10:00:00,Denmark,Denmark,DK,143.1,221.72,78.6,68.51,entsoe.eu,false,
2021-01-01 11:00:00,Denmark,Denmark,DK,155.97,234.19,76.75,66.45,entsoe.eu,false,
2021-01-01 12:00:00,Denmark,Denmark,DK,160.13,240.33,76.04,65.83,entsoe.eu,false,
2021-01-01 13:00:00,Denmark,Denmark,DK,153.78,234.53,76.59,66.49,entsoe.eu,false,
2021-01-01 14:00:00,Denmark,Denmark,DK,170.6,253.28,74.63,65.12,entsoe.eu,false,
2021-01-01 15:00:00,Denmark,Denmark,DK,177.81,262.64,73.35,64.17,entsoe.eu,false,
2021-01-01 16:00:00,Denmark,Denmark,DK,189.04,273.44,72.11,63.11,entsoe.eu,false,
2021-01-01 17:00:00,Denmark,Denmark,DK,188.14,272.96,72.5,63.67,entsoe.eu,false,
2021-01-01 18:00:00,Denmark,Denmark,DK,185.72,270.37,72.79,63.55,entsoe.eu,false,
2021-01-01 19:00:00,Denmark,Denmark,DK,180.31,263.81,72.97,63.43,entsoe.eu,false,
2021-01-01 20:00:00,Denmark,Denmark,DK,176.97,261.0,73.48,63.7,entsoe.eu,false,
2021-01-01 21:00:00,Denmark,Denmark,DK,171.02,258.13,74.8,64.84,entsoe.eu,false,
2021-01-01 22:00:00,Denmark,Denmark,DK,163.89,250.84,75.92,65.14,entsoe.eu,false,
2021-01-01 23:00:00,Denmark,Denmark,DK,136.64,217.44,79.58,67.55,entsoe.eu,false,
2021-01-02 00:00:00,Denmark,Denmark,DK,138.46,219.07,79.27,67.33,entsoe.eu,false,
2021-01-02 01:00:00,Denmark,Denmark,DK,125.74,206.31,80.67,68.6,entsoe.eu,false,
2021-01-02 02:00:00,Denmark,Denmark,DK,118.16,198.59,81.57,69.49,entsoe.eu,false,
2021-01-02 03:00:00,Denmark,Denmark,DK,113.83,192.39,81.9,69.62,entsoe.eu,false,
2021-01-02 04:00:00,Denmark,Denmark,DK,120.43,195.99,81.24,68.75,entsoe.eu,false,
2021-01-02 05:00:00,Denmark,Denmark,DK,130.53,206.95,79.83,68.39,entsoe.eu,false,
2021-01-02 06:00:00,Denmark,Denmark,DK,143.4,220.59,77.74,66.7,entsoe.eu,false,
2021-01-02 07:00:00,Denmark,Denmark,DK,147.6,225.92,76.36,66.17,entsoe.eu,false,
2021-01-02 08:00:00,Denmark,Denmark,DK,161.1,237.01,74.87,64.32,entsoe.eu,false,
2021-01-02 09:00:00,Denmark,Denmark,DK,156.2,234.11,75.68,65.38,entsoe.eu,false,
2021-01-02 10:00:00,Denmark,Denmark,DK,164.17,244.86,75.16,65.35,entsoe.eu,false,
2021-01-02 11:00:00,Denmark,Denmark,DK,173.31,253.0,74.2,64.32,entsoe.eu,false,
2021-01-02 12:00:00,Denmark,Denmark,DK,168.81,248.04,74.66,64.51,entsoe.eu,false,
2021-01-02 13:00:00,Denmark,Denmark,DK,173.95,252.7,73.97,63.85,entsoe.eu,false,
2021-01-02 14:00:00,Denmark,Denmark,DK,185.43,267.76,72.03,62.96,entsoe.eu,false,
2021-01-02 15:00:00,Denmark,Denmark,DK,194.32,277.13,71.5,62.93,entsoe.eu,false,
2021-01-02 16:00:00,Denmark,Denmark,DK,194.33,276.3,71.47,63.07,entsoe.eu,false,
2021-01-02 17:00:00,Denmark,Denmark,DK,181.93,262.18,73.13,64.07,entsoe.eu,false,
2021-01-02 18:00:00,Denmark,Denmark,DK,182.82,263.02,73.16,64.46,entsoe.eu,false,
2021-01-02 19:00:00,Denmark,Denmark,DK,175.89,254.38,74.4,65.45,entsoe.eu,false,
2021-01-02 20:00:00,Denmark,Denmark,DK,169.09,246.41,75.31,66.62,entsoe.eu,false,
2021-01-02 21:00:00,Denmark,Denmark,DK,168.35,245.62,75.35,66.81,entsoe.eu,false,
2021-01-02 22:00:00,Denmark,Denmark,DK,142.72,218.9,78.49,68.87,entsoe.eu,false,
2021-01-02 23:00:00,Denmark,Denmark,DK,123.14,195.45,82.04,70.8,entsoe.eu,false,
2021-01-03 00:00:00,Denmark,Denmark,DK,124.33,197.27,81.89,71.39,entsoe.eu,false,
2021-01-03 01:00:00,Denmark,Denmark,DK,113.2,184.62,83.17,73.3,entsoe.eu,false,
